COR,,Plain,,,,,,,,,Cipher,,,,,,,,
Sample,8000,red,,,green,,,blue,,,red,,,green,,,blue,,
Image,Type,horizontal,vertical,diagonal,horizontal,vertical,diagonal,horizontal,vertical,diagonal,horizontal,vertical,diagonal,horizontal,vertical,diagonal,horizontal,vertical,diagonal
Baboon.png,color,0.9953060434001619,0.9965718251253811,0.9953070760141306,0.9928954688808483,0.9952909775695121,0.992753058382838,0.9881920491416735,0.9930420948541682,0.9857769021982344,0.7498984618259888,0.7426914432473665,0.7505129571083599,0.7294814142750914,0.7493717843465968,0.743836430581016,0.7168969457759732,0.7348253929264464,0.7421194267762948
kodim07.png,color,0.9968585970505875,0.8087184552464812,0.8022164597009711,0.9966577815941544,0.7784923496318553,0.7717627233202733,0.9960329700274657,0.7286432777142481,0.7214497712417416,0.7552896136777075,0.7433188655459821,0.7455078682618674,0.7320146121412461,0.745626855570001,0.7384267650928896,0.7533107310394043,0.7672318790459073,0.7572392105263395
kodim17.png,color,0.9999597225697989,0.999114125282621,0.9991145731247159,0.999972216378623,0.9994111501199907,0.9994150123544634,0.999958751960334,0.9993806247574405,0.9993811795779067,0.7590933016575364,0.7417841338398158,0.7379485622560182,0.7527307266636228,0.743533578166955,0.7324687952452653,0.7363513232846723,0.7376957086208364,0.7374942633009294
Lena.png,color,0.9986444418803841,0.9989183096791102,0.9986508307822154,0.9928236532741767,0.9959565160132043,0.9922255853960641,0.9926690384297453,0.9962095654746876,0.9931121865870014,0.7634655305181648,0.7457209054596463,0.7417762527558776,0.7557232152576085,0.7374167838381595,0.7490521661116174,0.7426698305205627,0.7498932545272218,0.7391844138570133
